"Печенье ""мария"" крекер (финское)";7.59;10.24;77.49;0.00;432.53
Печенье мария на фруктозе;8.20;9.60;72.00;0.00;411.00
"Печенье ""мария +отруби""";7.90;9.40;69.90;0.00;383.00
"Печенье ""мария"" сиреневая";8.90;8.70;69.70;0.00;394.00
Печенье мария с фруктозой dialife;8.20;9.60;72.00;0.00;411.00
"Печенье ""мария""(фабрика лагода)";8.10;9.10;71.70;0.00;403.00
"Печенье ""мария"" харьков бисквит-шоколад";8.70;8.80;70.90;0.00;400.00
Печенье марракеш;4.60;8.10;61.30;0.00;328.00
Печенье мерба;5.00;23.00;67.00;0.00;500.00
Печенье мечта;7.50;18.50;52.00;0.00;398.00
Печенье миндальное;7.00;22.70;64.70;0.00;486.00
Печенье миндальное ореховое;9.39;16.71;63.36;10.00;456.00
Печенье миндально-ореховое;9.39;16.71;63.36;0.00;456.00
Печенье молоко топленное;7.50;17.30;66.20;0.00;452.00
"Печенье молочное ""юбилейное""";7.50;18.50;65.30;0.00;457.00
Печенье мол.-слив. в шоколаде;8.10;17.48;63.78;0.00;432.00
Печенье морковное;3.23;18.34;38.12;36.61;321.00
"Печенье ""моя люба""";7.20;10.50;67.30;0.00;393.00
"Печенье ""мрия""";7.90;9.40;69.90;0.00;383.00
Печенье мультизлаковое юбилейное;8.00;14.70;73.40;0.00;437.00
Печенье на пиве;7.70;16.08;52.20;0.00;374.20
Печенье на сорбите;8.40;12.20;67.60;0.00;420.00
Печенье на сорбите анёла;7.30;12.90;48.80;0.00;340.00
Печенье на топленом молоке;7.50;17.50;66.10;0.00;444.00
Печенье на фруктозе;7.80;13.60;64.80;0.00;413.00
"Печенье ""оrео""";5.70;21.00;65.00;0.00;478.00
Печенье овсяная изюминка;5.90;14.90;70.20;0.00;430.00
Печенье овсянное;6.50;14.40;71.80;0.00;437.00
Печень еовсянное(красная цена);5.90;14.20;68.90;0.00;432.60
"Печенье ""овсяное""";5.40;14.25;69.40;0.00;422.05
Печенье овсяное;6.16;14.57;70.59;0.24;434.99
"Печенье овсяное ""5 злаков""";15.53;17.80;51.29;0.00;423.00
Печенье овсяное 5 злаков;16.00;17.00;51.00;0.00;423.00
"Печенье овсяное 5 злаков ""полёт""";15.53;17.80;51.29;0.00;423.00
Печенье овсяное бкк;5.30;15.90;66.80;0.00;416.00
Печенье овсяное изюминка;4.40;11.70;58.80;0.00;358.00
Печенье овсяное классическое;7.07;19.24;63.71;0.00;470.10
Печенье овсяное любимый край;6.00;16.30;79.20;0.00;483.00
"Печенье овсяное ""любятово""";5.70;12.00;68.30;0.00;401.00
Печенье овсяное любятово;5.65;13.40;71.30;0.00;417.50
"Печенье овсяное ""малютка""";5.30;14.00;68.90;0.00;419.00
Печенье овсяное мегамарт шоколад;5.00;20.00;46.00;0.00;380.00
"Печенье овсяное мини ""полёт""";9.50;13.20;63.20;0.00;400.00
"Печенье овсяное на сорбите ""Петродиет""";5.10;18.50;59.00;0.00;412.00
Печенье овсяное обычное;6.20;18.10;68.70;0.00;450.00
"Печенье овсяное ""овсяное"" с шоколадными кусочками";6.20;17.20;72.40;0.00;469.00
"Печенье овсяное ""полет""";9.50;13.20;63.20;0.00;405.00
Печенье овсяное полёт;9.50;13.20;63.20;0.00;405.00
Печенье овсяное посиделкино;6.20;17.20;72.40;0.00;469.00
Печенье овсяное (примерно);6.50;14.40;71.80;0.00;437.00
"Печенье ""овсяное ""рассыпчатое""";6.30;16.60;71.70;0.00;449.20
Печенье овсяное с изюмом;5.40;15.40;66.70;0.00;425.00
Печенье овсяное с изюмом бабусині коржики;7.50;12.00;62.00;0.00;394.00
"Печенье овсяное с изюмом ""посиделкино""";7.00;15.50;74.80;0.00;481.00
Печенье овсяное с конфетюром царь продукт;5.30;14.30;68.70;0.00;420.00
"Печенье ""овсяное"" с кунжутом";6.30;15.90;68.30;0.00;445.00
Печенье овсяное с миндалем;6.60;18.20;68.70;0.00;484.00
"Печенье овсяное ""союз-кондитер классическое""";6.00;14.30;72.40;0.00;442.00
Печенье овсяное с шоколадом;6.96;15.93;62.92;0.00;412.80
"Печенье овсяное ""хрустящее""";6.80;23.10;62.20;0.00;484.00
Печенье овсяное царское;6.00;15.90;68.10;0.00;429.00
"Печенье ""орео""";5.70;21.00;65.00;0.00;478.00
Печенье орео;5.50;20.00;65.00;0.00;458.00
Печенье ореховое;9.15;17.30;65.35;0.00;447.00
Печенье ореховое 1 шт - 18 гр.;9.30;18.60;60.60;0.00;448.00
Печенье ореховое 1шт - 18 гр.;9.30;18.60;60.60;0.00;448.00
"Печенье ""ореховое"". краснотурьинский х/к";7.50;26.40;58.00;0.00;514.00
Печенье орешек;5.00;11.00;36.00;0.00;261.00
"Печенье ""орешек"" со сгущенкой";5.00;10.90;36.00;0.00;261.00
"Печенье ""Орешек"" с суфле";4.87;19.30;43.97;0.00;379.90
Печенье орешки (1=20гр);10.00;19.00;77.00;0.00;496.00
Печенье орешки со сгущенкой;5.00;10.90;36.00;0.00;261.00
"Печенье ""оригинальное""с сахаром";8.00;12.72;68.00;0.00;417.00
"Печенье ""орион""";3.60;16.10;70.90;0.00;430.00
Печенье орион;3.60;16.10;70.90;0.00;430.00
Печенье песочное;6.52;17.19;57.49;0.00;416.92
"Печенье песочное ""курабье""";6.70;25.80;64.60;0.00;516.00
"Печенье песочное с вареной сгущенкой ""орбита""";7.50;14.10;55.80;0.00;379.70
Печенье песочное сказка;6.33;17.46;51.69;0.00;387.20
Печенье песочное с клубникой;5.90;17.50;57.40;17.20;401.70
Печенье петродиет молочное на фруктозе;7.90;17.60;66.00;0.00;449.00
"Печенье ""Петродиет"" на фруктозе";7.90;17.60;66.00;0.00;449.00
Печенье плазма;12.40;12.20;68.30;0.00;444.00
"Печенье ""полет""";9.50;13.20;63.20;0.00;400.00
"Печенье ""посиделкино"" овсяное";5.80;17.60;70.10;0.00;481.00
Печенье постное белогорье;7.70;10.10;70.90;0.00;409.00
Печенье постное любятово;8.60;14.20;65.60;0.00;428.00
Печенье постное с мюсли;4.45;10.58;59.10;24.77;347.85
Печенье постное с отрубями и семечками;5.40;5.20;59.00;0.00;305.00
Печенье постное юбилейное;7.20;15.70;68.30;0.00;443.00
"Печенье ""престиж"" ""севери""";5.10;11.00;72.00;0.00;398.00
"Печенье ""причуда""";3.40;8.50;70.00;0.00;370.00
Печенье причуда;3.70;7.90;66.30;0.00;352.00
Печенье причуда вишня;3.60;8.50;64.70;0.00;349.00
"Печенье ""пшеничное""";12.00;1.00;83.00;0.00;390.00
Печенье ракушки с творогом;9.70;17.70;47.20;15.00;387.00
Печенье рапсодия;5.98;19.19;44.01;0.00;372.01
Печенье рассыпчатое сахарное акульчев;7.70;23.50;61.70;0.00;484.50
"Печенье ржаное ""пятнашки!";7.40;1.50;70.40;0.00;331.00
Печенье рождественское;6.50;23.10;62.20;0.00;483.00
Печенье савоярди;8.50;3.80;76.60;0.00;378.00
Печенье савоярди (дамские пальчики);8.50;3.80;76.50;0.00;378.00
Печенье с ароматом кофе со сливками 365 дней;8.20;14.00;67.40;0.00;428.00
Печенье сахарное;6.60;12.68;63.95;0.00;396.49
"Печенье сахарное""алёнка""вкус молочный шоколад";6.60;14.20;69.90;0.00;444.00
Печенье сахарное «ванильное» донской кондитер;7.80;17.70;67.70;0.00;458.00
"Печенье сахарное ""вафельное хрустящее"" (акульчев)";6.90;16.80;71.10;0.00;456.70
"Печенье сахарное ""гулливер"" с корицей и ароматом лимона";7.60;15.80;65.00;0.00;433.00
Печенье сахарное из муки первого сорта;7.40;10.00;76.60;5.50;406.90
"Печенье сахарное ""к кофе""";7.10;18.20;64.60;0.00;451.00
Печенье сахарное кчаю;7.50;12.10;72.20;0.00;428.20
"Печенье сахарное ""Мульти-кейк"" молоко с начинкой какао";7.30;22.00;62.70;0.00;481.00
"Печенье сахарное на фруктозе молочное ""БУМУКА""";7.50;14.30;66.60;0.00;425.00
"Печенье сахарное пополам-ки ""confashion""";6.70;23.50;60.80;0.00;483.00
"Печенье сахарное с ароматом кофе со сливками ""сладкий остров""";8.19;14.01;67.36;0.00;426.00
Печенье сахарное с ароматом топлёного молока;7.70;13.90;69.10;0.00;433.00
Печенье сахарное «сгущенное молоко» донской кондитер (14г);7.90;17.00;68.20;0.00;464.00
"Печенье сахарное ""сладкий чай"" 1 шт. - 16гр";8.10;18.40;67.50;0.00;462.10
Печенье сахарное с топлёным молоком;7.30;19.20;70.50;0.00;462.00
"Печенье сахарное ""тирлим"" с топленым молоком";7.30;19.20;70.50;3.00;462.00
Печенье сахарное топленое молоко любятово 22 гр;7.60;17.30;66.30;0.00;452.00
Печенье с высивками;8.60;1.40;43.90;0.00;222.60
Печенье сдобное;6.58;20.27;66.09;2.50;473.54
Печенье сдобное клубника яшкино;3.70;6.90;73.50;0.00;360.00
"Печенье сдобное крендельки""хлебный спас""";7.40;21.00;59.60;0.00;460.80
Печенье сдобное малышок;6.20;17.80;66.40;0.00;450.00
"Печенье сдобное ""му-му""";6.40;16.80;68.50;0.00;451.00
Печенье сдобное на сорбите молочное;6.70;23.80;45.80;0.00;424.00
Печенье сдобное с ириской;11.70;23.40;60.20;0.00;475.00
"Печенье сдобное ""снежок""";7.10;23.60;60.60;0.00;481.00
Печенье сердечки;5.00;24.00;59.00;0.00;480.00
"Печенье ""сибирское"" с зародышем пшеницы";8.80;16.50;56.30;0.00;406.00
"Печенье ""сибирское"" с корицей и йодом";7.40;16.10;56.20;0.00;398.00
Печенье с изюмом петродиет на сорбите;7.40;16.30;64.10;0.00;430.00
Печенье с клетчаткой пшеницы. кукурузы и овса без сахара диет-фибра галлион;8.40;17.70;55.70;0.00;415.70
Печенье с клубничной начинкой;5.90;20.90;66.10;0.00;479.00
Печенье с корицей;7.70;14.20;73.30;0.00;452.00
Печенье с корицей отрубное султан;8.30;12.50;78.00;0.00;440.00
Печенье с кусочками шоколада;6.70;24.80;60.50;0.00;492.00
Печенье сластёна;7.02;16.42;69.56;0.00;454.05
"Печенье ""сливкино"" рошен";6.70;18.20;66.40;0.00;461.00
Печенье сливочное;7.35;16.05;66.90;0.00;444.50
Печенье сливочное любятово;8.00;18.20;68.80;0.00;472.00
Печенье слодыч;8.30;14.50;68.50;0.00;437.00
Печенье слоеное;7.70;14.30;58.90;0.00;395.00
Печенье слоеное bahlsen deloba с джемом из черники;5.20;22.00;65.00;0.00;475.00
Печенье слоеное сахарное;7.50;11.80;74.40;0.00;433.80
"Печенье слоеное ""сердечки""";6.40;27.40;54.60;0.00;491.00
"Печенье слоеное ""ушки""";7.60;14.30;59.40;0.00;396.00
"Печенье слоёное""ушки""";7.60;14.30;59.40;0.00;396.00
Печенье с маком;7.80;13.20;69.60;0.00;423.00
Печенье с малиновым вареньем;4.60;11.50;56.40;0.00;343.60
"Печенье ""снежка"" с черносливом";5.60;15.20;64.40;0.00;417.70
"Печенье ""снежное""";6.10;17.50;60.30;0.00;418.70
Печенье со злаками;6.60;22.00;56.60;0.00;451.00
Печенье солнечный абрикос;4.80;18.10;66.90;0.00;456.00
"Печенье ""солярики"" с талганом";7.07;18.27;62.18;0.00;422.73
Печенье с отрубями;9.60;11.36;58.88;0.00;394.00
"Печенье с отрубями ""гопак""";9.63;11.36;58.88;0.00;394.00
Печенье союз;6.20;14.90;74.80;0.00;458.00
Печенье союзное;5.40;12.70;64.70;0.00;390.00
Печенье с предсказанием;5.24;5.92;86.80;0.00;421.60
Печенье с сахаром;6.70;17.20;70.70;0.00;460.00
Печенье с суфле в шоколаде (конти);3.60;16.00;66.50;0.00;415.00
"Печенье ""суперконтик""";5.40;24.60;61.00;0.00;478.00
Печенье суперконтик;5.40;24.50;61.00;0.00;478.00
"Печенье ""супер контик""";6.00;24.00;63.00;0.00;483.00
"Печенье ""супер-контик""";5.80;24.25;62.05;0.00;484.50
Печенье супер контик;6.50;25.60;59.80;0.00;497.00
Печенье супер контик с кокосом;7.30;25.20;60.20;0.00;490.00
Печенье сухое;9.20;14.10;66.10;0.00;428.00
Печенье с фруктозой;7.80;13.60;64.80;0.00;413.00
Печенье с фундуком и горьким шоколадом;6.10;30.80;53.50;0.00;514.00
Печенье счастливый день лесной орех;7.30;20.10;64.30;0.00;468.00
Печенье с шоколадом;6.85;19.85;65.83;0.00;469.50
Печенье-сэндвич;5.40;24.50;61.10;0.00;479.00
Печенье-сэндвич сгущенкино;6.40;23.60;62.30;0.00;484.00
"Печенье-сэндвич ""супер-контик"" ванильный";6.60;24.00;62.30;0.00;485.00
"Печенье-сэндвич ""супер-контик"" с кокосом";7.30;25.20;60.20;0.00;490.00
"Печенье-сэндвич ""супер-контик"" с орехом";5.90;25.50;59.20;0.00;482.00
Печенье-сэндвич супер контик со сгущенным молоком;5.40;24.50;61.00;0.00;478.00
Печенье-сэндвич супер контик со сгущенным молоком (25г);5.40;24.50;61.00;0.00;478.00
"Печенье-сэндвич ""супер-контик"" шоколадный вкус";5.55;24.50;61.50;0.00;481.50
"Печенье ""сюрприз с маком""";7.40;14.40;70.20;0.00;440.40
Печенье танго;7.50;16.60;72.20;0.00;461.00
Печенье твикс;4.10;24.30;64.50;0.00;497.00
Печенье творожное;10.28;18.74;31.00;0.68;328.51
Печенье творожное покровка;15.54;15.70;45.01;0.00;388.16
"Печенье ""топленое молоко""";7.48;17.99;66.53;0.00;458.00
Печенье топленое молоко;7.69;14.88;68.79;0.00;438.67
Печенье топлёное молоко;7.55;17.40;66.13;0.00;448.00
Печенье торчетти;6.80;35.50;50.50;0.00;549.00
Печенье треуг.;6.35;19.54;52.49;0.00;399.00
Печенье треффи;5.60;25.90;61.70;0.00;491.00
Печенье треффи (sladko);5.60;25.90;61.70;0.00;491.00
Печенье трюфеля;7.00;22.70;49.60;0.00;420.00
Печенье тук;8.25;23.00;61.00;0.00;492.50
"Печенье ""турнир"" рахат";7.70;13.00;69.40;0.00;427.00
Печенье утреннее;8.00;14.70;73.40;0.00;443.50
Печенье утреннее медовое;7.90;17.00;68.00;0.00;465.00
"Печенье "" утреннее"" мультизлаковое";8.00;14.70;73.40;0.00;437.00
Печенье утреннее мультизлаковое;8.00;14.70;73.40;0.00;437.00
"Печенье ""ушки""";7.60;14.30;59.40;0.00;396.00
Печенье ушки;7.60;14.30;59.40;0.00;396.00
Печенье ушки слоеные;7.70;14.30;58.90;0.00;395.00
Печенье ушки с сахаром;7.60;14.30;59.40;0.00;396.00
Печенье фитнес;16.00;40.00;34.00;0.00;569.00
Печенье фитнес крекер с кунжутом;7.20;22.80;68.70;0.00;508.00
Печенье фляронис с изюмом;5.10;17.10;62.10;0.00;423.00
Печенье Фрутта-вкусная минутка;5.30;11.60;71.00;0.00;397.00
"Печенье ""хайнц""";8.50;8.60;78.80;0.00;426.00
Печенье хайнц;8.50;8.50;78.80;0.00;426.00
Печенье хрустик с маком;8.20;18.30;62.00;0.00;449.00
Печенье хрустящее овсяное;6.10;20.40;68.50;0.00;482.00
"Печенье ""царское чаепитие""";6.79;19.19;64.37;0.00;481.00
Печенье цельнозерновое бельвита;8.30;16.00;65.00;0.00;450.00
Печенье чаепитие по царски;3.75;19.38;61.58;0.00;441.50
Печенье черепашки;9.20;12.80;67.40;0.00;416.00
"Печенье ""чудесное""";4.90;17.60;60.50;0.00;436.00
Печенье чунга-чанга рахат;6.90;22.00;61.20;0.00;471.00
"Печенье ""шакер-пури""";7.80;13.30;73.90;0.00;446.50
"Печенье ""Шанхай"" с абрикосом";8.10;19.80;60.00;0.00;475.00
Печенье шарли;6.20;28.00;57.50;0.00;508.80
Печенье шарлиз;9.50;17.60;68.80;0.00;456.00
Печенье шахматное;7.77;9.52;72.09;0.00;408.00
Печенье шведское;7.60;15.60;70.10;0.00;439.00
Печенье шоколадное;5.63;19.85;59.97;6.80;430.50
Печенье шоколадное диyes на фруктозе;9.20;11.60;73.90;0.00;420.00
Печенье эсмеральда;4.10;26.40;61.80;0.00;503.00
"Печенье ""эсмеральда "" с арахисом";10.70;27.80;52.50;0.00;506.00
"Печенье ""эсмеральда"" с арахисом";10.70;27.80;52.50;0.00;506.00
Печенье эсмеральда с кусочками шоколада;4.10;26.40;61.80;0.00;503.00
Печенье эсмеральда шоколадное roshen;4.10;26.30;61.80;0.00;502.00
Печенье эсмиральа арахис;10.40;27.80;52.50;0.00;506.00
Печенье эсмиральда шоколад;5.00;26.40;59.60;0.00;498.00
Печенье эсмиральдо;4.10;26.40;61.80;0.00;503.00
Печенье юбилейнле с глазурью;6.90;23.00;62.30;0.00;484.00
Печенье юбилейное;7.60;14.83;68.93;0.00;437.63
"Печенье ""юбилейное2 утреннеемедовое с орехами.";7.90;17.00;68.00;0.00;465.00
Печенье юбилейное детское;6.50;16.00;58.20;0.00;403.00
"Печенье ""юбилейное"" земляничное";6.00;16.30;59.00;0.00;407.00
Печенье юбилейное земляничное;6.00;16.30;59.00;0.00;407.00
Печенье юбилейное земляничное без шоколада;7.10;19.00;66.10;0.00;463.00
"Печенье ""юбилейное"" классическое";7.10;19.00;66.10;0.00;463.00
Печенье юбилейное классическое;7.10;19.00;66.10;0.00;463.00
Печенье юбилейное кокосовое с глазурью (1шт=16.25г);7.10;24.60;61.30;0.00;495.00
Печенье юбилейное медовое с орешками;8.20;16.60;70.10;0.00;448.00
Печенье юбилейное молочное;7.50;18.50;65.30;0.00;457.00
"Печенье ""Юбилейное"" Молочное";7.50;18.50;65.30;0.00;457.00
Печенье юбилейное молочное с глазурью;7.70;22.30;62.30;0.00;481.00
Печенье юбилейное мультизлак;8.00;16.00;67.00;0.00;455.00
"Печенье ""юбилейное"" мультизлаковое";8.00;14.70;73.40;0.00;437.00
Печенье юбилейное мультизлаковое;8.00;14.70;73.40;0.00;437.00
Печенье юбилейное ореховое;6.90;23.00;62.30;0.00;484.00
"Печенье ""Юбилейное"" Ореховое";7.10;19.00;66.10;0.00;463.00
"Печенье ""юбилейное"" постное";7.20;15.70;68.30;0.00;443.00
Печенье юбилейное постное;7.20;15.70;68.30;0.00;443.00
"Печенье ""юбилейное"" (сахарное)";6.90;18.90;64.80;0.00;451.00
"Печенье ""юбилейное"" с молочной глазурью";7.70;22.30;62.30;0.00;481.00
"Печенье ""юбилейное"" с шоколадной глазурью";7.00;19.00;66.00;0.00;463.00
Печенье юбилейное с шоколадной глазурью;7.20;24.00;61.00;0.00;489.00
Печенье Юбилейное с шоколадной глазурью;6.90;23.00;62.30;0.00;484.00
"Печенье ""юбилейное"" традиционное";7.10;19.00;66.10;0.00;463.00
"Печенье юбилейное ""традиционное""";7.10;19.00;66.10;0.00;463.00
Печенье юбилейное традиционное;7.10;19.00;66.05;0.00;463.00
Печенье юбилейное традиционное витаминизированное;7.10;19.00;66.10;0.00;463.00
"Печенье ""юбилейное"" утреннее";8.50;16.85;70.05;0.00;447.50
Печенье юбилейное утреннее;7.98;15.55;70.90;0.00;443.83
"Печенье ""юбилейное"" утреннее медовое с орехами";7.90;17.00;68.00;0.00;465.00
Печенье юбилейное утреннее медовое с орехами;7.90;17.00;68.00;0.00;465.00
"Печенье ""юбилейное"" утреннее мультизлаковое";8.00;14.70;73.40;0.00;437.00
Печенье юбилейное утреннее мультизлаковое;7.95;15.90;68.55;0.00;446.00
"Печенье ""юбилейное утреннее"" с какао";8.80;17.10;70.00;0.00;447.00
Печенье юбилейное утреннее с какао;8.20;16.00;66.00;0.00;450.00
"Печенье ""юбилейное"" утреннее с орехами и медом";8.20;16.60;70.10;0.00;448.00
Печенье юбилейное утреннее с орехом и медом;8.20;16.60;70.10;0.00;448.00
Печенье юбилейное - шт (12г.);7.90;17.10;63.70;0.00;440.00
"Печенье ""ювелирное""";7.50;11.80;74.40;0.00;433.80
"Печенье ""яблочко""";7.30;13.10;69.00;0.00;425.00
Печенье яблочко;7.30;13.10;69.00;0.00;425.00
"Печенье ""яблочко"" рахат";7.30;13.10;69.00;0.00;425.00
Печенье яшкино;3.85;8.05;72.15;0.00;365.00
"Печенье ""яшкино"" апельсин";3.70;6.90;73.50;0.00;360.00
Печенье яшкино вишня;3.70;6.90;73.50;0.00;360.00
Печень жареная;21.12;10.61;4.01;3.75;197.57
Печень жаренная;10.55;9.00;4.55;33.00;138.60
Печень здоровье с изюмом;5.40;19.70;52.40;0.00;403.00
Печень и икра минтая;14.00;27.00;0.00;0.00;299.00
Печень индейки;18.49;20.50;0.00;28.85;261.75
Печень индейки печеная;18.90;5.05;1.40;0.00;126.00
Печень индюшиная;19.00;16.00;0.00;0.00;219.00
Печень индюшки;18.00;10.00;0.00;0.00;165.00
Печенька минутка;0.10;0.30;0.50;0.00;5.00
Печеньки земелах каравай;6.10;16.00;57.80;0.00;397.00
Печеньки рваные;7.19;12.70;58.40;0.00;376.09
Печеньки сахваф;7.16;20.33;62.91;0.00;486.00
Печеньки хлебцы с отрубями любятово 6 гр/шт;10.60;6.30;70.50;0.00;386.00
Печень кур.;17.00;4.80;0.70;0.00;119.00
Печень куриная;20.30;6.31;1.06;2.07;143.22
Печень куриная алель;18.70;3.50;1.40;0.00;112.00
Печень куриная вареная;25.90;6.20;2.00;0.00;166.00
Печень куриная в сметане;15.30;11.90;1.35;0.00;174.80
Печень куриная запеченная;18.90;4.70;0.00;0.00;118.00
"Печень куриная ""наша ряба""";18.90;4.70;0.00;0.00;118.00
Печень куриная отварная;20.40;5.90;1.40;0.00;139.50
"Печень куриная ""приосколье""";18.00;10.00;0.00;0.00;162.00
Печень куриная с луком;16.00;9.00;3.00;0.00;153.00
Печень куриная (сырая);20.40;5.90;1.40;0.00;140.00
Печень куриная сырая;20.40;5.90;1.40;0.00;140.00
Печень куриная тушеная;20.40;5.90;1.40;0.00;140.00
Печень куриная тушеная с луком;12.35;6.60;4.98;0.00;127.50
Печень куринная;20.00;6.58;1.06;0.00;143.17
Печень курицы;20.40;5.90;1.40;0.00;139.95
Печень налима консерв;18.00;40.00;0.00;0.00;430.00
Печень овсяное;6.00;14.00;71.00;0.00;437.00
Печень по строгановски;16.30;29.10;5.30;0.00;340.00
Печень по-строгановски;16.30;29.10;5.30;67.60;340.00
Печень по-строгоновски;16.30;29.10;5.30;67.60;340.00
Печень свиная;17.97;4.84;0.12;4.46;116.01
Печень (свинина);22.00;3.40;2.60;0.00;130.00
Печень свинины;18.80;3.60;0.00;71.40;108.00
Печень свинная;20.88;3.62;1.74;5.95;123.17
Печень с луком;18.15;8.00;2.00;0.00;153.00
Печень с макаронами;7.00;6.80;7.80;0.00;115.50
Печень с овощами;16.00;9.03;2.10;0.00;153.14
Печень телячья;18.42;4.77;3.07;0.00;130.40
Печень телячья тушеная;17.28;2.48;4.10;0.00;111.60
Печень трески;5.61;59.61;0.31;2.62;561.36
Печень трески натуральная;4.00;66.00;0.00;0.00;613.00
Печень тушеная;15.37;2.70;4.78;0.00;105.11
Печень тушеная с овощами;18.90;10.00;6.75;0.00;196.00
Печень утиная;20.40;5.90;1.40;0.00;140.00
Печень цыпленка;18.00;10.00;0.00;0.00;162.00
Печень цыплят;18.00;10.00;0.00;0.00;162.00
Печень цыплят-бройлеров охл. межениновка 500г;18.00;10.00;0.00;0.00;162.00
Печенья овсяное;9.50;13.20;63.20;0.00;405.00
"Печёная фасоль в томатном соусе ""пиканта""";4.50;1.70;14.00;0.00;89.00
"Печёная фасоль в томатном соусе ""Пиканта""";4.50;1.70;14.00;0.00;89.00
Печёнка жаренная;23.70;21.20;3.90;0.00;300.30
Печёночная колбаса;13.00;27.00;0.00;0.00;295.00
Печёночные котлеты;15.52;3.50;8.47;0.00;125.43
Печёночный крем-паштет с грибами groot;13.40;30.50;1.00;0.00;345.00
Печёночный крем-паштет с зеленью groot;13.40;30.50;1.00;0.00;345.00
Печиво марія;7.80;9.20;70.60;0.00;383.00
Печнье bebe dobre rano;7.90;17.00;68.00;0.00;465.00
Печнье делиция;14.20;31.00;43.50;0.00;510.00
Печченье овсяное на фруктозе;6.00;19.10;59.70;0.00;438.60
Пиво Kronenbourg 1664;0.00;0.00;3.70;0.00;41.00
Пиво красное Василеостровское;0.45;0.00;4.30;90.00;45.00
Пиво светлое;0.28;0.00;3.08;90.00;40.89
Пиво светлое Miller Genuine Draft;0.00;0.00;3.30;0.00;42.00
"Пиво светлое ""stella artois leuven""; 5%, 0,5л.";0.00;0.00;4.70;0.00;46.00
Пиво светлое Василеостровское;0.45;0.00;4.30;90.00;45.00
"Пиво светлое ""Жигули Барное""";0.00;0.00;3.80;88.00;43.00
"Пиво светлое пастеризованное ""златый базант"" безалкогольное, алк. не более 0,5% об, 0,5 л";0.00;0.00;1.70;0.00;24.00
"Пиво светлое пастеризованное фильтрованное ""Cervena Selka""";0.00;0.00;3.80;0.00;43.00
"Пиво светлое фильтрованное пастеризованное ""Крушовице Империал""";0.00;0.00;3.60;100.00;43.00
Пивчики;20.90;53.80;0.00;0.00;567.80
Пикантный салат;17.30;31.10;1.60;0.00;355.30
Пикник;7.34;28.46;57.20;0.00;504.25
Пикник с арахисом;7.40;28.80;58.60;0.00;504.00
Пикник шоколадка 60 гр.;7.40;28.80;56.60;0.00;504.00
Пиколини;14.00;54.00;0.00;0.00;542.00
Пикша;17.20;0.29;0.00;0.00;71.61
Пикша вареная;17.10;0.20;0.00;0.00;71.00
Пикша жареная;17.14;2.59;2.00;0.00;100.00
Пина колада;21.00;5.00;82.00;0.00;455.00
Пинчер;5.42;7.60;49.00;0.00;286.08
Пирог;4.30;13.80;59.10;30.00;378.00
Пирог банановый;10.00;5.00;40.00;0.00;250.00
Пирог белоснежка;7.00;30.00;57.00;0.00;530.00
Пирог венский с вишней;2.00;9.00;38.00;0.00;237.00
Пирог венский с орехами;8.10;11.00;79.20;0.00;456.00
Пирог вишневый дрожжевой;6.00;5.50;51.22;0.00;280.00
Пирог вишневый сдобная особа;4.00;14.10;56.30;0.00;370.00
Пирог европейский;5.30;5.90;18.00;0.00;146.00
Пирог из слоёного теста с капустой и яйцом;4.70;9.40;20.00;0.00;178.00
Пироги с капустой;2.92;6.88;13.37;0.00;123.55
Пироги с творогом;6.38;4.19;29.70;0.00;179.58
Пирог капустный;4.30;12.70;7.00;0.00;158.00
Пирог красная шапочка;3.60;12.80;43.50;0.00;303.00
Пирог маковый;9.00;14.00;37.00;0.00;310.00
"Пирог ""манник""";4.87;1.34;43.03;0.00;202.70
Пирог невский;5.84;18.81;36.16;0.00;328.30
Пирог осетинский с сыром и шпинатом;9.30;7.60;18.70;0.00;182.60
Пирог от палыча с ананасом;5.20;14.60;41.00;0.00;316.20
Пирог печеный картофель;5.50;6.80;36.20;1.00;230.00
Пирог печеный лук яйцо;10.20;6.60;54.40;1.00;319.00
Пирог постный апельсиновый;7.00;12.00;57.00;0.00;364.00
Пирог постный с повидлом;4.66;5.65;54.19;0.00;286.00
Пирог праздничный с конфитюром;11.40;10.50;37.50;0.00;290.20
"Пирог ""прибалтийский""";8.80;22.70;12.30;0.00;289.00
Пирог рыбный;7.95;12.78;18.33;0.00;218.00
Пирог с брусникой;4.55;8.45;40.75;0.00;251.00
Пирог с вареньем;6.30;14.10;58.40;0.00;383.50
Пирог с вареньем на песочном тесте;6.30;14.10;58.40;0.00;383.50
Пирог с вишней;4.25;4.00;45.50;0.00;235.00
Пирог с горбушей;11.95;4.20;23.68;0.00;174.46
Пирог с джемом;5.80;2.30;55.00;0.00;271.00
Пирог сдобный;8.00;5.00;54.00;0.00;299.00
Пирог сдобный с творогом (окей);8.00;17.50;17.90;0.00;261.00
Пирог сердечко с корицей;6.90;5.50;53.40;0.00;292.40
Пирог с зеленым яйцом и луком;8.90;6.40;21.80;0.00;172.00
Пирог с капустой;5.11;10.90;29.16;3.75;233.80
Пирог с капустой (tidbit);6.30;5.90;34.50;0.00;219.00
Пирог с капустой и яйцом;5.16;5.99;18.41;0.00;143.84
Пирог с капустой (ленивый);4.30;17.70;8.90;0.00;210.50
